Chemical Name	Chemical ID	CAS RN	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
archazolid B	C519728		COVID-19	MESH:D000086382		CCL2|IL6	6,37	5
Zalcitabine	D016047	7481-89-2	COVID-19	MESH:D000086382		CCL2|IL2RA	6,37	3
2-Naphthylamine	D015081	91-59-8	COVID-19	MESH:D000086382		BTK|IL10	6,36	3
licochalcone A	C070840		COVID-19	MESH:D000086382		IL1B|TNF	6,36	2
diethyl malate	C058705	7554-12-3	COVID-19	MESH:D000086382		AGT|HCK	6,35	2
Homocysteine	D006710	454-28-4	COVID-19	MESH:D000086382		CCL2|CXCL8|TNF	6,33	2
Glucose	D005947	50-99-7	COVID-19	MESH:D000086382		AGT|CCL2|CXCL10|CXCL8|IL1B|IL6|TNF	6,32	6
3,4,5-trimethoxybenzaldehyde	C000710690		COVID-19	MESH:D000086382		HCK	6,31	1
carvacrol	C073316	499-75-2	COVID-19	MESH:D000086382		IL1B|TNF	6,31	2
Warfarin	D014859	81-81-2	COVID-19	MESH:D000086382		CXCL8|IL1B|IL2|IL6|TNF	6,31	5
kenpaullone	C119620		COVID-19	MESH:D000086382		IL6|TNF	6,30	5
Benzoic Acid	D019817		COVID-19	MESH:D000086382		CXCL8|IL6	6,29	4
3-nitropropionic acid	C015392	504-88-1	COVID-19	MESH:D000086382		IL6|TNF	6,28	5
Methylene Blue	D008751	61-73-4	COVID-19	MESH:D000086382		IL6|TNF	6,28	5
cadmium telluride	C028337	1306-25-8	COVID-19	MESH:D000086382		IL1B|TNF	6,26	2
Gentamicins	D005839		COVID-19	MESH:D000086382		ABO|ACE2|AGT|BSG|CCL2|CRP|CSF3|CXCL10|HCK|IL10|IL1B|IL2RA|IL6|IL7|LZTFL1|TNF	6,26	25
bufalin	C022777	465-21-4	COVID-19	MESH:D000086382		IL1B|TNF	6,24	2
Cladribine	D017338	4291-63-8	COVID-19	MESH:D000086382		CXCL8|TNF	6,24	2
tipifarnib	C402769		COVID-19	MESH:D000086382		IL1B|TNF	6,24	2
Trihexyphenidyl	D014282	144-11-6	COVID-19	MESH:D000086382		CXCL8|IL1B	6,23	2
Chloramphenicol	D002701	56-75-7	COVID-19	MESH:D000086382		ACE2|TMPRSS2	6,22	16
Ramipril	D017257	87333-19-5	COVID-19	MESH:D000086382		AGT|CCL2	6,22	2
W 7	C017967	65595-90-6	COVID-19	MESH:D000086382		CXCL8|TNF	6,22	2
Docetaxel	D000077143		COVID-19	MESH:D000086382		IL1B|IL6|TNF	6,21	5
Lisinopril	D017706	83915-83-7	COVID-19	MESH:D000086382		ACE2|AGT	6,21	16
n-(n-nonyl)-deoxygalactonojirimycin	C478942		COVID-19	MESH:D000086382		UGCG	6,19	1
venglustat	C000608118		COVID-19	MESH:D000086382		UGCG	6,19	1
Codeine	D003061	76-57-3	COVID-19	MESH:D000086382		CCL2|CXCL8	6,18	2
Nocodazole	D015739	31430-18-9	COVID-19	MESH:D000086382		CCL2|CXCL8	6,18	2
Verapamil	D014700	52-53-9	COVID-19	MESH:D000086382		IL1B|IL6|TNF	6,18	5
CI 1044	C418118		COVID-19	MESH:D000086382		CRP|IL6	6,15	4
B3(Fv)-PE38KDEL recombinant immunotoxin	C077707		COVID-19	MESH:D000086382		IL2RA	6,14	2
Tea	D013662		COVID-19	MESH:D000086382		CRP|TNF	6,14	2
Acetylcholine	D000109	51-84-3	COVID-19	MESH:D000086382		AGT|IL1B|TNF	6,13	3
Benomyl	D001542	17804-35-2	COVID-19	MESH:D000086382		CXCL8|TNF	6,13	2
Exenatide	D000077270	141732-76-5	COVID-19	MESH:D000086382		IL6|TNF	6,13	5
Phosphates	D010710		COVID-19	MESH:D000086382		CXCL8|TNF	6,13	2
Methionine	D008715	63-68-3	COVID-19	MESH:D000086382		BTK|CCL2|CCL3|IL10|IL1B|IL6|LZTFL1|TMPRSS2|TMPRSS4|TNF	6,11	11
iprodione	C033148	36734-19-7	COVID-19	MESH:D000086382		IL1B|TNF	6,10	2
Amoxicillin	D000658	26787-78-0	COVID-19	MESH:D000086382		CXCL10|CXCL8	6,09	2
Acetylcarnitine	D000108	14992-62-2	COVID-19	MESH:D000086382		IL1B|IL6	6,08	4
Coal	D003031		COVID-19	MESH:D000086382		CXCL8|IL1B|IL2	6,07	3
Trinitrotoluene	D014303	118-96-7	COVID-19	MESH:D000086382		CCL2|CXCL10|TMEM106B	6,07	2
benz(a)anthracene	C030935	56-55-3	COVID-19	MESH:D000086382		CCL2|CXCL8|HCK|IL1B|IL6|TNF	6,05	6
di-n-hexyl phthalate	C027387	84-75-3	COVID-19	MESH:D000086382		IL1B|TNF	6,05	2
perfosfamide	C011272	39800-16-3	COVID-19	MESH:D000086382		AGT|TNF	6,05	2
DX600 peptide	C556151		COVID-19	MESH:D000086382		ACE2	6,04	15
methylsulfonyl benzothiazole	C576094		COVID-19	MESH:D000086382		BTK	6,04	1
Cysteine	D003545	52-90-4	COVID-19	MESH:D000086382		CXCL8|TNF	6,02	2
tebuconazole	C087114		COVID-19	MESH:D000086382		ABO|TMEM106B|TNF	6,01	3
cumene hydroperoxide	C007164	80-15-9	COVID-19	MESH:D000086382		IL1B|TNF	5,99	2
N-acetylsphingosine	C064769		COVID-19	MESH:D000086382		IL1B|TNF	5,97	2
Amikacin	D000583	37517-28-5	COVID-19	MESH:D000086382		CXCL8|IL1B	5,96	2
Cuprizone	D003471	370-81-0	COVID-19	MESH:D000086382		AGT|BTK|CCL2|CCL3|CSF3|CXCL10|HCK|IL10|IL1B|TNF	5,96	6
tetramethylpyrazine	C017953	1124-11-4	COVID-19	MESH:D000086382		IL6|TNF	5,94	5
Dopamine	D004298	51-61-6	COVID-19	MESH:D000086382		AGT|IL10|TNF	5,93	3
Arsenic	D001151	7440-38-2	COVID-19	MESH:D000086382		CCL2|CCL3|CRP|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|IL7|LZTFL1|TNF	5,92	7
Xylenes	D014992		COVID-19	MESH:D000086382		CXCL8|IL6	5,90	4
darinaparsin	C515055		COVID-19	MESH:D000086382		CXCL8|IL1B	5,89	2
Phentolamine	D010646	50-60-2	COVID-19	MESH:D000086382		CXCL8|TNF	5,89	2
Tubocurarine	D014403	57-95-4	COVID-19	MESH:D000086382		CXCL8|IL1B	5,89	2
Vemurafenib	D000077484		COVID-19	MESH:D000086382		CCL2|TNF	5,88	1
butylbenzyl phthalate	C027561	85-68-7	COVID-19	MESH:D000086382		CXCL8|IL6|TNF	5,87	5
Nitrates	D009566		COVID-19	MESH:D000086382		IL1B|TNF	5,87	2
Organoselenium Compounds	D016566		COVID-19	MESH:D000086382		IL1B|TNF	5,87	2
pregna-4,17-diene-3,16-dione	C023617	95975-55-6	COVID-19	MESH:D000086382		IL1B|TNF	5,87	2
nomegestrol	C047637	58691-88-6	COVID-19	MESH:D000086382		CRP	5,86	1
ursolic acid	C005466	77-52-1	COVID-19	MESH:D000086382		IL6|TNF	5,86	5
Ditiocarb	D004050	147-84-2	COVID-19	MESH:D000086382		IL1B|TNF	5,85	2
Nitrofurantoin	D009582	67-20-9	COVID-19	MESH:D000086382		AGT|TMPRSS2	5,84	4
Acyclovir	D000212	59277-89-3	COVID-19	MESH:D000086382		CXCL8|IL1B	5,83	2
Magnesium Sulfate	D008278	7487-88-9	COVID-19	MESH:D000086382		CXCL8|IL1B	5,83	2
Vitamin K 3	D024483	58-27-5	COVID-19	MESH:D000086382		CCL3|CXCL8|IL1B|IL6|TNF|UGCG	5,82	6
Ethionine	D005001	13073-35-3	COVID-19	MESH:D000086382		AGT|IL1B|TNF	5,81	3
prostratin	C070999	60857-08-1	COVID-19	MESH:D000086382		IL2RA	5,79	2
Shuangling Fuzheng anticancer preparation	C531092		COVID-19	MESH:D000086382		IL2RA	5,79	2
vinylidene chloride	C029297	75-35-4	COVID-19	MESH:D000086382		CRP|HCK|IL6|TMPRSS2|TNF|UGCG	5,78	10
propionaldehyde	C005556	123-38-6	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CSF3|CXCL10|CXCL8|IL6	5,77	6
Pentachlorophenol	D010416	87-86-5	COVID-19	MESH:D000086382		AGT|CCL3|CXCL10|CXCL8|IL10|IL1B|IL6|TNF	5,76	6
Silicon Dioxide	D012822	7631-86-9	COVID-19	MESH:D000086382		ACE2|AGT|BSG|BTK|CCL2|CCL3|CSF3|CXCL10|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|TMEM106B|TNF|UGCG	5,76	25
Naphthoquinones	D009285		COVID-19	MESH:D000086382		CXCL8|IL6|TNF	5,75	5
Propolis	D011429	9009-62-5	COVID-19	MESH:D000086382		IL6|TNF	5,75	5
Haloperidol	D006220	52-86-8	COVID-19	MESH:D000086382		AGT|IL10|IL1B|IL6|TMPRSS2|TNF	5,74	9
ProMune	C483020		COVID-19	MESH:D000086382		CXCL10	5,74	1
triphenyltin	C030665		COVID-19	MESH:D000086382		CCL2|HCK	5,74	2
tert-Butylhydroperoxide	D020122	75-91-2	COVID-19	MESH:D000086382		CCL2|CSF3|CXCL10|CXCL8|IL1B|IL6|TNF	5,72	5
ferric nitrilotriacetate	C020326	16448-54-7	COVID-19	MESH:D000086382		IL6|TNF	5,71	5
pyrazolo(3,4-d)pyrimidine	C014175	271-80-7	COVID-19	MESH:D000086382		CXCL8|IL6	5,71	4
Diminazene	D004133	536-71-0	COVID-19	MESH:D000086382		ACE2	5,69	15
Lovastatin	D008148	75330-75-5	COVID-19	MESH:D000086382		IL1B|IL6|TNF	5,69	5
nicotianamine	C082893	34441-14-0	COVID-19	MESH:D000086382		ACE2	5,69	15
Quinidine	D011802	56-54-2	COVID-19	MESH:D000086382		ACE2|TMPRSS2	5,69	16
resorcinolnaphthalein	C000627899		COVID-19	MESH:D000086382		ACE2	5,69	15
Arsenates	D001149		COVID-19	MESH:D000086382		BSG|IL6	5,66	5
perfluoro-n-nonanoic acid	C101816	375-95-1	COVID-19	MESH:D000086382		CRP|CXCL10|IL10|IL1B|IL2|IL6|TNF	5,66	5
Barium	D001464	7440-39-3	COVID-19	MESH:D000086382		IL6|TNF	5,64	5
Nortriptyline	D009661	72-69-5	COVID-19	MESH:D000086382		IL6|TNF	5,64	5
1-methylanthracene	C051246	610-48-0	COVID-19	MESH:D000086382		CCL2|CXCL10|IL6|UGCG	5,63	6
SCH 14988	C107087		COVID-19	MESH:D000086382		CSF3	5,63	1
5-((3,5,5,8,8-pentamethyl-5,6,7,8-tetrahydro-2-naphthalenyl)methyl)-N-(2,4,6-trimethoxyphenyl)-2-furamide	C474253		COVID-19	MESH:D000086382		IL2	5,61	1
Aristolochic Acids	D034341		COVID-19	MESH:D000086382		CCL2|TNF	5,61	1
4,5-epoxy-2-decenal	C096140		COVID-19	MESH:D000086382		AGT	5,57	1
4-cresol	C032538	106-44-5	COVID-19	MESH:D000086382		IL1B|TNF	5,57	2
4-hydroperoxy-2-nonenal	C547259	83920-83-6	COVID-19	MESH:D000086382		AGT	5,57	1
angiotensin III, Ile(7)-	C056764	52498-25-6	COVID-19	MESH:D000086382		AGT	5,57	1
D-Ala(2),MePhe(4),Met(0)-ol-enkephalin	D005405	64854-64-4	COVID-19	MESH:D000086382		AGT	5,57	1
manganese(III) tetrakis(5,10,15,20-benzoic acid)porphyrin	C517163		COVID-19	MESH:D000086382		AGT	5,57	1
pyruvamide	C009144	631-66-3	COVID-19	MESH:D000086382		AGT	5,57	1
S 17092-1	C118986		COVID-19	MESH:D000086382		AGT	5,57	1
2,2',3',4,4',5-hexachlorobiphenyl	C029790	35065-28-2	COVID-19	MESH:D000086382		CCL2|CCL3|IL2|IL2RA|IL7|TMPRSS2|TNF	5,56	6
benzylsulfonylargininyl-proline-(4-amidinobenzyl)amide	C551941		COVID-19	MESH:D000086382		TMPRSS2	5,56	3
Ferric Compounds	D005290		COVID-19	MESH:D000086382		IL1B|TNF	5,56	2
cyfluthrin	C052570	68359-37-5	COVID-19	MESH:D000086382		IL6|TNF	5,55	5
biochanin A	C004541	491-80-5	COVID-19	MESH:D000086382		CXCL8|TNF	5,54	2
fatostatin	C545733		COVID-19	MESH:D000086382		AGT|CCL2	5,53	2
GW 7647	C453899		COVID-19	MESH:D000086382		CCL2|IL6	5,53	5
Tretinoin	D014212	302-79-4	COVID-19	MESH:D000086382		AGT|CCL2|CCL3|CSF3|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL6|LZTFL1|TMEM106B|TMPRSS2|TMPRSS4|TNF|UGCG	5,53	14
Benztropine	D001590	86-13-5	COVID-19	MESH:D000086382		BSG|CXCL8|IL1B	5,52	3
Sarin	D012524	107-44-8	COVID-19	MESH:D000086382		IL1B|IL6|TNF	5,52	5
Niclosamide	D009534	50-65-7	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL8|IL1B|IL6|TNF	5,51	5
Benzoates	D001565		COVID-19	MESH:D000086382		CXCL10|IL6	5,50	5
enzalutamide	C540278		COVID-19	MESH:D000086382		IL6|TMPRSS2	5,50	7
Naphthalenes	D009281		COVID-19	MESH:D000086382		CCL2|IL6	5,50	5
N-((4-(4-methylpiperazin-1-yl)phenyl)methyl)-1,2-oxazole-5-carboxamide	C583223		COVID-19	MESH:D000086382		ACE2	5,49	15
Saquinavir	D019258	127779-20-8	COVID-19	MESH:D000086382		IL6|TNF	5,49	5
St. Thomas' Hospital cardioplegic solution	C041711		COVID-19	MESH:D000086382		CCL2|UGCG	5,49	2
Halogenated Diphenyl Ethers	D055768		COVID-19	MESH:D000086382		IL1B|IL6	5,48	4
2,4,5,2',5'-pentachlorobiphenyl	C009828	37680-73-2	COVID-19	MESH:D000086382		CCL2|IL2RA|IL6|IL7|TMPRSS2|TNF	5,46	8
loxoribine	C068562	121288-39-9	COVID-19	MESH:D000086382		IL2RA	5,45	2
Mefenamic Acid	D008528	61-68-7	COVID-19	MESH:D000086382		IL1B|IL6	5,45	4
myricetin	C040015	529-44-2	COVID-19	MESH:D000086382		IL6|TNF	5,44	5
Petroleum	D010578		COVID-19	MESH:D000086382		IL10|IL6|TNF	5,44	5
beta-N-methylamino-L-alanine	C001824		COVID-19	MESH:D000086382		IL1B|IL6|TNF	5,43	5
Topotecan	D019772	123948-87-8	COVID-19	MESH:D000086382		CCL2|CCL3|CXCL10|IL1B|IL6|IL7|TNF|UGCG	5,42	6
Trazodone	D014196	19794-93-5	COVID-19	MESH:D000086382		CXCL8|IL1B	5,42	2
pifithrin	C121565		COVID-19	MESH:D000086382		AGT|TNF	5,41	2
diosbulbin B	C569454	20086-06-0	COVID-19	MESH:D000086382		IL6|TNF	5,40	5
Griseofulvin	D006118	126-07-8	COVID-19	MESH:D000086382		ACE2|TNF	5,40	16
KRN 7000	C103873	158021-47-7	COVID-19	MESH:D000086382		CXCL10	5,40	1
3,4,5,4'-tetramethoxystilbene	C482492		COVID-19	MESH:D000086382		CXCL8|TNF	5,39	2
Allethrins	D000487		COVID-19	MESH:D000086382		IL1B|TNF	5,39	2
AR C155858	C546977		COVID-19	MESH:D000086382		BSG	5,39	1
benzo(k)fluoranthene	C022921	207-08-9	COVID-19	MESH:D000086382		ACE2|CXCL8|IL1B|UGCG	5,39	18
Glucosylceramides	D005963		COVID-19	MESH:D000086382		UGCG	5,39	1
Selenomethionine	D012645	1464-42-2	COVID-19	MESH:D000086382		CXCL8|IL1B	5,34	2
Metribolone	D015741	965-93-5	COVID-19	MESH:D000086382		CXCL8|IL6|TMPRSS2	5,32	7
Sildenafil Citrate	D000068677		COVID-19	MESH:D000086382		AGT|TNF	5,31	2
Abscisic Acid	D000040	21293-29-8	COVID-19	MESH:D000086382		CCL2	5,29	1
arsenite	C015001	15502-74-6	COVID-19	MESH:D000086382		CCL2|CXCL8|HCK|IL1B|IL2|IL6|TNF	5,29	6
psicose	C003243	23140-52-5	COVID-19	MESH:D000086382		CCL2	5,29	1
Quinine	D011803	130-95-0	COVID-19	MESH:D000086382		IL6|TNF	5,29	5
Bile Acids and Salts	D001647		COVID-19	MESH:D000086382		IL6|TNF	5,28	5
Fats, Unsaturated	D005224		COVID-19	MESH:D000086382		CCL2|TNF	5,28	1
3,4-dichloropropionanilide	C480141		COVID-19	MESH:D000086382		IL2	5,27	1
4-bis(2-chloroethyl)aminobenzaldehyde	C012214	1208-03-3	COVID-19	MESH:D000086382		HCK	5,27	1
BCH 1393	C108181		COVID-19	MESH:D000086382		IL2	5,27	1
hiiranlactone D	C558275		COVID-19	MESH:D000086382		IL2	5,27	1
secretoneurin	C081159	149146-12-3	COVID-19	MESH:D000086382		IL2	5,27	1
1-O-(2-(2,3-dimethylphenyl)aminobenzoyl)glucopyranuronic acid	C084198	102623-18-7	COVID-19	MESH:D000086382		CXCL8	5,26	1
2-nitronaphthalene	C048317	581-89-5	COVID-19	MESH:D000086382		CXCL8	5,26	1
3-aminophenol	C055528	591-27-5	COVID-19	MESH:D000086382		CXCL8	5,26	1
cereulide	C089294		COVID-19	MESH:D000086382		CXCL8	5,26	1
chloroplatinic acid	C002999	16941-12-1	COVID-19	MESH:D000086382		CXCL8	5,26	1
roquefortine	C012536	58735-64-1	COVID-19	MESH:D000086382		CXCL8	5,26	1
TR4161	C025394	21562-57-2	COVID-19	MESH:D000086382		CXCL8	5,26	1
Arecoline	D001115	63-75-2	COVID-19	MESH:D000086382		CXCL8|IL6	5,25	4
Ifosfamide	D007069	3778-73-2	COVID-19	MESH:D000086382		IL1B|IL6|TNF	5,25	5
N-(4-aminobutyl)-5-chloro-2-naphthalenesulfonamide	C033772	81705-04-6	COVID-19	MESH:D000086382		IL2RA	5,25	2
Lugol's solution	C010389	12298-68-9	COVID-19	MESH:D000086382		ACE2	5,24	15
1-Sarcosine-8-Isoleucine Angiotensin II	D015059	9088-01-1	COVID-19	MESH:D000086382		AGT	5,22	1
CYN 154806	C403089		COVID-19	MESH:D000086382		AGT	5,22	1
merbarone	C045459		COVID-19	MESH:D000086382		TMPRSS2	5,22	3
phosphatidylethanol	C051521		COVID-19	MESH:D000086382		AGT	5,22	1
thiazovivin	C545214		COVID-19	MESH:D000086382		AGT	5,22	1
aplaviroc	C499671		COVID-19	MESH:D000086382		CCL3	5,21	1
baicalein	C006680	491-67-8	COVID-19	MESH:D000086382		IL1B|TNF	5,21	2
Folic Acid	D005492	59-30-3	COVID-19	MESH:D000086382		AGT|BSG|BTK|CCL2|CCL3|CRP|CXCL10|CXCL8|HCK|IL10|IL1B|IL2|IL2RA|IL6|LZTFL1|TMPRSS2|TMPRSS4|TNF	5,21	14
vicriviroc	C486781		COVID-19	MESH:D000086382		CCL3	5,21	1
ormosil	C510784		COVID-19	MESH:D000086382		CXCL8|IL1B	5,20	2
Phenelzine	D010624	51-71-8	COVID-19	MESH:D000086382		IL1B|IL6	5,20	4
Antirheumatic Agents	D018501		COVID-19	MESH:D000086382		BSG|CCL2|CXCL8|HCK|IL1B|IL2RA|IL6|IL7|TNF|UGCG	5,19	8
calcium phosphate	C020243	10103-46-5	COVID-19	MESH:D000086382		CXCL10	5,19	1
testosterone-3-carboxymethyloxime-bovine serum albumin conjugate	C045037		COVID-19	MESH:D000086382		IL10|TMPRSS2	5,19	5
VPC32183	C529824		COVID-19	MESH:D000086382		CXCL10	5,19	1
n-hexanal	C010463	66-25-1	COVID-19	MESH:D000086382		CXCL8|TNF	5,18	2
N-nitroso-tris-chloroethylurea	C572573		COVID-19	MESH:D000086382		CCL2|CCL3|CSF3|IL1B	5,18	2
rosiglitazone-metformin combination	C471074		COVID-19	MESH:D000086382		CRP	5,17	1
testosterone undecanoate	C010792		COVID-19	MESH:D000086382		ACE2|CXCL10	5,16	16
galiellalactone	C416043		COVID-19	MESH:D000086382		TMPRSS2	5,14	3
solasodine	C012037	126-17-0	COVID-19	MESH:D000086382		BSG	5,14	1
Cyclosporine	D016572	59865-13-3	COVID-19	MESH:D000086382		ACE2|AGT|CCL2|CRP|CXCL10|CXCL8|IL10|IL1B|IL2|IL2RA|IL6|IL7|LZTFL1|TMEM106B|TMPRSS2|TNF|UGCG	5,13	26
dicyclohexyl phthalate	C036042	84-61-7	COVID-19	MESH:D000086382		ABO|BSG|BTK|CRP	5,12	4
4-vinyl-1-cyclohexene dioxide	C012606		COVID-19	MESH:D000086382		IL6|UGCG	5,10	5
1,12-benzoperylene	C006718	191-24-2	COVID-19	MESH:D000086382		TMEM106B|TMPRSS2	5,07	4
(4-formyl-9-methoxy-5-methyl-naphtho(2,3-b)furan-3-yl)methyl acetate	C583459		COVID-19	MESH:D000086382		IL2	5,07	1
Ancriviroc	C438583		COVID-19	MESH:D000086382		CCL3	5,07	1
Calcium Ionophores	D061207		COVID-19	MESH:D000086382		IL2	5,07	1
(E)-4-(ethoxymethylene)-2-phenyloxazol-5(4H)-one	C570750		COVID-19	MESH:D000086382		IL2	5,07	1
N-(6-methylamino-3-nitrophenyl)-3-(3-indolyl)acrylamide	C517552		COVID-19	MESH:D000086382		IL2	5,07	1
phentin acetate	C011978	900-95-8	COVID-19	MESH:D000086382		TMPRSS2	5,07	3
tobacco tar	C024746		COVID-19	MESH:D000086382		CSF3|CXCL8	5,07	2
2-methoxypropanol	C092159	1589-47-5	COVID-19	MESH:D000086382		IL1B	5,06	1
4-(2,3-dihydro-1,4-benzodioxin-6-yl)-2,4-dihydro-5-((5-nitro-2-thiazolyl)thio)-3H-1,2,4-triazol-3-one	C576038		COVID-19	MESH:D000086382		IL1B	5,06	1
8-chloroguanosine	C043808	2104-68-9	COVID-19	MESH:D000086382		IL1B	5,06	1
allyl sulfide	C038491	592-88-1	COVID-19	MESH:D000086382		IL6|TNF	5,06	5
ammonium nitrate	C006568	6484-52-2	COVID-19	MESH:D000086382		IL1B	5,06	1
ASTM F-75 implant alloy	C105750		COVID-19	MESH:D000086382		IL1B	5,06	1
docosapentaenoic acid	C026219	25448-00-4	COVID-19	MESH:D000086382		CRP	5,06	1
Glycopeptides	D006020		COVID-19	MESH:D000086382		IL1B	5,06	1
OMDM-2 cpd	C474343		COVID-19	MESH:D000086382		IL1B	5,06	1
polyethylene glycol 1000	C000595209		COVID-19	MESH:D000086382		IL1B	5,06	1
polyethylene glycol 400	C000595213		COVID-19	MESH:D000086382		IL1B	5,06	1
Polyethylene Glycol 6000	C000595215		COVID-19	MESH:D000086382		IL1B	5,06	1
rifamycin SV	C023808	6998-60-3	COVID-19	MESH:D000086382		CRP	5,06	1
TG 003	C487497		COVID-19	MESH:D000086382		IL1B	5,06	1
4-(5H-dibenzo(a,d)cyclohepten-5-ylidene)-1-(4-(2H-tetrazol-5-yl)butyl)piperidine	C569292		COVID-19	MESH:D000086382		CXCL10	5,05	1
beta-damascenone	C075388	23696-85-7	COVID-19	MESH:D000086382		TMPRSS4	5,04	1
seocalcitol	C078903	134404-52-7	COVID-19	MESH:D000086382		CXCL10|CXCL8	5,04	2
3'(R)-O-beta-D-glucopyranosyl-3',4'-dihydroxanthyletin	C498946		COVID-19	MESH:D000086382		IL6	5,03	4
ascorbate-2-phosphate	C011669	23313-12-4	COVID-19	MESH:D000086382		CXCL8|TNF	5,03	2
beta-nitrostyrene	C011955	102-96-5	COVID-19	MESH:D000086382		IL6	5,03	4
concanamycin B	C036979	81552-33-2	COVID-19	MESH:D000086382		IL6	5,03	4
Estrone	D004970	53-16-7	COVID-19	MESH:D000086382		IL6|TNF	5,03	5
fargesin	C539377		COVID-19	MESH:D000086382		IL6	5,03	4
hydroxyapatite-beta tricalcium phosphate	C074950		COVID-19	MESH:D000086382		IL6	5,03	4
lipid-linked oligosaccharides	C023023		COVID-19	MESH:D000086382		IL6	5,03	4
N-(4-(N-(3-methoxypyrazin-2-yl)sulfamoyl)phenyl)-3-(5-nitrothiophene-2-yl)acrylamide	C570695		COVID-19	MESH:D000086382		IL6	5,03	4
(3,4-dihydroxyphenylamino)-2-imidazoline	C011775	57101-49-2	COVID-19	MESH:D000086382		AGT	5,02	1
Biopterin	D001708	22150-76-1	COVID-19	MESH:D000086382		AGT	5,02	1
DDMS	C117975		COVID-19	MESH:D000086382		AGT	5,02	1
Indolapril	C038812	80876-01-3	COVID-19	MESH:D000086382		AGT	5,02	1
phenylalanyl-prolyl-arginine-chloromethyl ketone	C040308	65149-23-7	COVID-19	MESH:D000086382		AGT	5,02	1
sampatrilat	C111998		COVID-19	MESH:D000086382		AGT	5,02	1
secoboldine	C109135		COVID-19	MESH:D000086382		AGT	5,02	1
ST 1435	C029167	7759-35-5	COVID-19	MESH:D000086382		AGT	5,02	1
stephenanthrine	C049411	22108-99-2	COVID-19	MESH:D000086382		AGT	5,02	1
uvariopsine	C488565		COVID-19	MESH:D000086382		AGT	5,02	1
erucylphospho-N,N,N-trimethylpropylammonium	C472787		COVID-19	MESH:D000086382		CXCL8|IL10|IL1B|UGCG	5,01	4
Amphetamine	D000661	300-62-9	COVID-19	MESH:D000086382		ACE2|CRP|CXCL10|IL1B|IL2RA|IL6|TNF	4,98	20
Hemin	D006427	16009-13-5	COVID-19	MESH:D000086382		IL6|TNF	4,98	5
Hydralazine	D006830	86-54-4	COVID-19	MESH:D000086382		AGT|IL10|IL6|TNF	4,98	6
linsidomine	C002385		COVID-19	MESH:D000086382		IL6|TNF	4,98	5
2-nitrofluorene	C019499	607-57-8	COVID-19	MESH:D000086382		CXCL10|CXCL8	4,97	2
alclofenac	C084615	22131-79-9	COVID-19	MESH:D000086382		CRP	4,97	1
nomegestrol acetate	C038501		COVID-19	MESH:D000086382		CRP	4,97	1
Ortho Evra	C511292		COVID-19	MESH:D000086382		CRP	4,97	1
potassium chromate(VI)	C027373	7789-00-6	COVID-19	MESH:D000086382		CCL2|CXCL10|CXCL8|IL1B|IL6|IL7|TNF|UGCG	4,97	6
perfluoroundecanoic acid	C586085		COVID-19	MESH:D000086382		AGT|CXCL8|IL6	4,96	5
TAK 779	C119369		COVID-19	MESH:D000086382		CCL3	4,96	1
3-amino-4-(3-hexylphenylamino)-4-oxobutylphosphonic acid	C513113		COVID-19	MESH:D000086382		CCL2	4,95	1
capsiate	C470213		COVID-19	MESH:D000086382		IL2RA	4,95	2
Corn Oil	D003314	8001-30-7	COVID-19	MESH:D000086382		CCL3|IL1B	4,95	2
fluridone	C013351	59756-60-4	COVID-19	MESH:D000086382		CCL2	4,95	1
HTS 466284	C506615		COVID-19	MESH:D000086382		CCL2	4,95	1
ISIS104838	C464616		COVID-19	MESH:D000086382		CCL2	4,95	1
isopentenyl pyrophosphate	C004809	358-71-4	COVID-19	MESH:D000086382		IL2RA	4,95	2
tagatose	C030192	17598-81-1	COVID-19	MESH:D000086382		CCL2	4,95	1
1-hydroxy-1-hydroperoxynonane	C405904		COVID-19	MESH:D000086382		CXCL8	4,92	1
1-methylfluorene	C053036	1730-37-6	COVID-19	MESH:D000086382		CXCL8	4,92	1
2-hydroxypropyl methacrylate	C029639	923-26-2	COVID-19	MESH:D000086382		CXCL8	4,92	1
4,4'-(carbonylbis(imino-3,1-phenylenecarbonylimino-3,1-(4-methylphenylene)carbonylimino))bis(1,3-xylene-alpha,alpha'-diphosphonic acid)	C546599		COVID-19	MESH:D000086382		CXCL8	4,92	1
4-acetylanisole	C046029	100-06-1	COVID-19	MESH:D000086382		CXCL8	4,92	1
8-bromoadenosine-3',5'-cyclic monophosphorothioate	C105593		COVID-19	MESH:D000086382		CXCL8	4,92	1
benoxaprofen glucuronide	C055871	67472-42-8	COVID-19	MESH:D000086382		CXCL8	4,92	1
benzoylacetone	C035851	93-91-4	COVID-19	MESH:D000086382		CXCL8	4,92	1
CpG-ODN DSP30	C539572		COVID-19	MESH:D000086382		IL2	4,92	1
disodium hexachloroplatinate	C038762	16923-58-3	COVID-19	MESH:D000086382		IL2	4,92	1
ibufenac	C100118		COVID-19	MESH:D000086382		CXCL8	4,92	1
