Gene Symbol	Gene ID	Disease Name	Disease ID	Direct Evidence	Inference Network	Inference Score	Reference Count
SEPSECS	51091	COVID-19	MESH:D000086382		Zinc	2,93	2
SHPK	23729	COVID-19	MESH:D000086382		Choline	2,93	1
SLC45A1	50651	COVID-19	MESH:D000086382		Choline	2,93	1
SLC4A1AP	22950	COVID-19	MESH:D000086382		Ivermectin	2,93	2
SLU7	10569	COVID-19	MESH:D000086382		Zinc	2,93	2
SPAG7	9552	COVID-19	MESH:D000086382		Ivermectin	2,93	2
SSNA1	8636	COVID-19	MESH:D000086382		Ivermectin	2,93	2
ST8SIA6	338596	COVID-19	MESH:D000086382		Choline	2,93	1
STRADB	55437	COVID-19	MESH:D000086382		Choline	2,93	1
TESMIN	9633	COVID-19	MESH:D000086382		Choline	2,93	1
TMEM161A	54929	COVID-19	MESH:D000086382		Choline	2,93	1
TTC1	7265	COVID-19	MESH:D000086382		Ivermectin	2,93	2
TTC26	79989	COVID-19	MESH:D000086382		Choline	2,93	1
UFSP2	55325	COVID-19	MESH:D000086382		Ivermectin	2,93	2
URM1	81605	COVID-19	MESH:D000086382		Ivermectin	2,93	2
USH1C	10083	COVID-19	MESH:D000086382		Zinc	2,93	2
ZFP423	94187	COVID-19	MESH:D000086382		Choline	2,93	1
ZMIZ2	83637	COVID-19	MESH:D000086382		Zinc	2,93	2
ZSCAN12	9753	COVID-19	MESH:D000086382		Choline	2,93	1
ACTBL2	345651	COVID-19	MESH:D000086382		Ivermectin	2,92	2
ALG1	56052	COVID-19	MESH:D000086382		Ivermectin	2,92	2
B4GALNT4	338707	COVID-19	MESH:D000086382		Choline	2,92	1
BAHCC1	57597	COVID-19	MESH:D000086382		Choline	2,92	1
CBFA2T2	9139	COVID-19	MESH:D000086382		Choline	2,92	1
CCDC22	28952	COVID-19	MESH:D000086382		Ivermectin	2,92	2
DENND5B	160518	COVID-19	MESH:D000086382		Zinc	2,92	2
DNAH12	201625	COVID-19	MESH:D000086382		Choline	2,92	1
DOC2B	8447	COVID-19	MESH:D000086382		Choline	2,92	1
EPG5	57724	COVID-19	MESH:D000086382		Zinc	2,92	2
FAM53B	9679	COVID-19	MESH:D000086382		Zinc	2,92	2
FOXF2	2295	COVID-19	MESH:D000086382		Zinc	2,92	2
FRA10AC1	118924	COVID-19	MESH:D000086382		Ivermectin	2,92	2
FRMD8	83786	COVID-19	MESH:D000086382		Zinc	2,92	2
FSTL5	56884	COVID-19	MESH:D000086382		Ivermectin	2,92	2
GABRG3	2567	COVID-19	MESH:D000086382		Choline	2,92	1
GAL	51083	COVID-19	MESH:D000086382		Zinc Sulfate	2,92	1
GALC	2581	COVID-19	MESH:D000086382		Choline	2,92	1
GALT	2592	COVID-19	MESH:D000086382		Zinc	2,92	2
GATD1	347862	COVID-19	MESH:D000086382		Ivermectin	2,92	2
GLDN	342035	COVID-19	MESH:D000086382		Choline	2,92	1
GOLGA7	51125	COVID-19	MESH:D000086382		Ivermectin	2,92	2
GRTP1	79774	COVID-19	MESH:D000086382		Choline	2,92	1
GYPA	2993	COVID-19	MESH:D000086382		Zinc	2,92	2
HARS1	3035	COVID-19	MESH:D000086382		Ivermectin	2,92	2
HAUS5	23354	COVID-19	MESH:D000086382		Ivermectin	2,92	2
HLA-G	3135	COVID-19	MESH:D000086382		Zinc	2,92	2
HOXA3	3200	COVID-19	MESH:D000086382		Choline	2,92	1
HSDL1	83693	COVID-19	MESH:D000086382		Ivermectin	2,92	2
KANSL2	54934	COVID-19	MESH:D000086382		Zinc	2,92	2
KATNB1	10300	COVID-19	MESH:D000086382		Choline	2,92	1
KCNF1	3754	COVID-19	MESH:D000086382		Choline	2,92	1
KIF1C	10749	COVID-19	MESH:D000086382		Choline	2,92	1
KIF9	64147	COVID-19	MESH:D000086382		Choline	2,92	1
KIFBP	26128	COVID-19	MESH:D000086382		Ivermectin	2,92	2
KLHDC3	116138	COVID-19	MESH:D000086382		Choline	2,92	1
LARS1	51520	COVID-19	MESH:D000086382		Ivermectin	2,92	2
LRRC56	115399	COVID-19	MESH:D000086382		Choline	2,92	1
LYL1	4066	COVID-19	MESH:D000086382		Choline	2,92	1
MAB21L1	4081	COVID-19	MESH:D000086382		Choline	2,92	1
MEIS3	56917	COVID-19	MESH:D000086382		Choline	2,92	1
MIR27B	407019	COVID-19	MESH:D000086382		Zinc	2,92	2
MISP	126353	COVID-19	MESH:D000086382		Ivermectin	2,92	2
MKX	283078	COVID-19	MESH:D000086382		Choline	2,92	1
MMS19	64210	COVID-19	MESH:D000086382		Ivermectin	2,92	2
MRPL21	219927	COVID-19	MESH:D000086382		Ivermectin	2,92	2
MRPL57	78988	COVID-19	MESH:D000086382		Choline	2,92	1
MRPS23	51649	COVID-19	MESH:D000086382		Ivermectin	2,92	2
MRPS28	28957	COVID-19	MESH:D000086382		Zinc	2,92	2
NARS2	79731	COVID-19	MESH:D000086382		Choline	2,92	1
NFX1	4799	COVID-19	MESH:D000086382		Zinc	2,92	2
NGB	58157	COVID-19	MESH:D000086382		Zinc	2,92	2
NKX6-1	4825	COVID-19	MESH:D000086382		Choline	2,92	1
NME5	8382	COVID-19	MESH:D000086382		Choline	2,92	1
PGBD5	79605	COVID-19	MESH:D000086382		Choline	2,92	1
PODXL2	50512	COVID-19	MESH:D000086382		Choline	2,92	1
POMGNT1	55624	COVID-19	MESH:D000086382		Choline	2,92	1
PSD4	23550	COVID-19	MESH:D000086382		Choline	2,92	1
PURG	29942	COVID-19	MESH:D000086382		Choline	2,92	1
RASAL2	9462	COVID-19	MESH:D000086382		Zinc	2,92	2
RBMXL1	494115	COVID-19	MESH:D000086382		Ivermectin	2,92	2
RGS14	10636	COVID-19	MESH:D000086382		Choline	2,92	1
RGS4	5999	COVID-19	MESH:D000086382		Zinc Sulfate	2,92	1
RING1	6015	COVID-19	MESH:D000086382		Ivermectin	2,92	2
RNF138	51444	COVID-19	MESH:D000086382		Zinc	2,92	2
RNF40	9810	COVID-19	MESH:D000086382		Ivermectin	2,92	2
RNF8	9025	COVID-19	MESH:D000086382		Choline	2,92	1
RPRD1B	58490	COVID-19	MESH:D000086382		Ivermectin	2,92	2
SAP130	79595	COVID-19	MESH:D000086382		Ivermectin	2,92	2
SGSM1	129049	COVID-19	MESH:D000086382		Choline	2,92	1
SI	6476	COVID-19	MESH:D000086382		Choline	2,92	1
SIGLEC5	8778	COVID-19	MESH:D000086382		Choline	2,92	1
SIK3	23387	COVID-19	MESH:D000086382		Zinc	2,92	2
SIX5	147912	COVID-19	MESH:D000086382		Choline	2,92	1
SLC35B3	51000	COVID-19	MESH:D000086382		Choline	2,92	1
SLC35F1	222553	COVID-19	MESH:D000086382		Choline	2,92	1
SLITRK4	139065	COVID-19	MESH:D000086382		Choline	2,92	1
SMURF1	57154	COVID-19	MESH:D000086382		Zinc	2,92	2
STK40	83931	COVID-19	MESH:D000086382		Zinc	2,92	2
STX18	53407	COVID-19	MESH:D000086382		Ivermectin	2,92	2
SYAP1	94056	COVID-19	MESH:D000086382		Ivermectin	2,92	2
SYPL1	6856	COVID-19	MESH:D000086382		Ivermectin	2,92	2
TESK2	10420	COVID-19	MESH:D000086382		Choline	2,92	1
TMEM168	64418	COVID-19	MESH:D000086382		Choline	2,92	1
TMEM71	137835	COVID-19	MESH:D000086382		Choline	2,92	1
TRMT2A	27037	COVID-19	MESH:D000086382		Choline	2,92	1
TSPYL1	7259	COVID-19	MESH:D000086382		Choline	2,92	1
TSPYL2	64061	COVID-19	MESH:D000086382		Zinc	2,92	2
TUBA3A	22144	COVID-19	MESH:D000086382		Choline	2,92	1
TUT7	79670	COVID-19	MESH:D000086382		Zinc	2,92	2
UBE2E3	10477	COVID-19	MESH:D000086382		Ivermectin	2,92	2
UNCX	340260	COVID-19	MESH:D000086382		Choline	2,92	1
WDFY2	115825	COVID-19	MESH:D000086382		Choline	2,92	1
WDFY4	57705	COVID-19	MESH:D000086382		Choline	2,92	1
ZER1	10444	COVID-19	MESH:D000086382		Ivermectin	2,92	2
ABCF3	55324	COVID-19	MESH:D000086382		Ivermectin	2,91	2
ACTR1B	10120	COVID-19	MESH:D000086382		Ivermectin	2,91	2
ADSS2	159	COVID-19	MESH:D000086382		Ivermectin	2,91	2
ANKS6	203286	COVID-19	MESH:D000086382		Choline	2,91	1
ARL10	285598	COVID-19	MESH:D000086382		Choline	2,91	1
ASPSCR1	79058	COVID-19	MESH:D000086382		Choline	2,91	1
B3GAT1	27087	COVID-19	MESH:D000086382		Zinc	2,91	2
C12ORF57	113246	COVID-19	MESH:D000086382		Ivermectin	2,91	2
CALY	50632	COVID-19	MESH:D000086382		Choline	2,91	1
CD58	965	COVID-19	MESH:D000086382		Zinc	2,91	2
CDK11B	984	COVID-19	MESH:D000086382		Ivermectin	2,91	2
CFAP36	112942	COVID-19	MESH:D000086382		Ivermectin	2,91	2
CYP17A1	1586	COVID-19	MESH:D000086382		Chloroquine	2,91	5
CYP2C38	13097	COVID-19	MESH:D000086382		Choline	2,91	1
CYP2C39	13098	COVID-19	MESH:D000086382		Choline	2,91	1
DENND10	404636	COVID-19	MESH:D000086382		Ivermectin	2,91	2
DISP1	84976	COVID-19	MESH:D000086382		Zinc	2,91	2
DLGAP2	9228	COVID-19	MESH:D000086382		Choline	2,91	1
EEFSEC	60678	COVID-19	MESH:D000086382		Ivermectin	2,91	2
EFNA4	1945	COVID-19	MESH:D000086382		Zinc	2,91	2
EPN1	29924	COVID-19	MESH:D000086382		Ivermectin	2,91	2
FAM91A1	157769	COVID-19	MESH:D000086382		Ivermectin	2,91	2
FRG1	2483	COVID-19	MESH:D000086382		Ivermectin	2,91	2
GABARAPL2	11345	COVID-19	MESH:D000086382		Zinc	2,91	2
GDAP1	54332	COVID-19	MESH:D000086382		Choline	2,91	1
GLB1L	79411	COVID-19	MESH:D000086382		Choline	2,91	1
GTF2E1	2960	COVID-19	MESH:D000086382		Ivermectin	2,91	2
GTPBP3	84705	COVID-19	MESH:D000086382		Choline	2,91	1
H2AC12	85235	COVID-19	MESH:D000086382		Ivermectin	2,91	2
HAPLN2	60484	COVID-19	MESH:D000086382		Choline	2,91	1
IAPP	3375	COVID-19	MESH:D000086382		Zinc	2,91	2
INPP5K	51763	COVID-19	MESH:D000086382		Ivermectin	2,91	2
IRAK1BP1	134728	COVID-19	MESH:D000086382		Zinc	2,91	2
KCNQ4	9132	COVID-19	MESH:D000086382		Choline	2,91	1
KCTD13	253980	COVID-19	MESH:D000086382		Choline	2,91	1
LYZ1	17110	COVID-19	MESH:D000086382		Choline	2,91	1
MCAT	27349	COVID-19	MESH:D000086382		Ivermectin	2,91	2
MDH1B	130752	COVID-19	MESH:D000086382		Choline	2,91	1
MIR15A	406948	COVID-19	MESH:D000086382		Choline	2,91	1
MIR30D	407033	COVID-19	MESH:D000086382		Choline	2,91	1
MRPL44	65080	COVID-19	MESH:D000086382		Ivermectin	2,91	2
MT4	84560	COVID-19	MESH:D000086382		Zinc	2,91	2
MTF2	22823	COVID-19	MESH:D000086382		Zinc	2,91	2
MYOZ1	58529	COVID-19	MESH:D000086382		Choline	2,91	1
NPHP3	27031	COVID-19	MESH:D000086382		Choline	2,91	1
NUP188	23511	COVID-19	MESH:D000086382		Ivermectin	2,91	2
POMK	84197	COVID-19	MESH:D000086382		Ivermectin	2,91	2
POP5	51367	COVID-19	MESH:D000086382		Zinc	2,91	2
POU2AF1	5450	COVID-19	MESH:D000086382		Zinc	2,91	2
PPP1R11	6992	COVID-19	MESH:D000086382		Ivermectin	2,91	2
PROK1	84432	COVID-19	MESH:D000086382		Choline	2,91	1
PRSS16	10279	COVID-19	MESH:D000086382		Choline	2,91	1
PRSS35	167681	COVID-19	MESH:D000086382		Zinc	2,91	2
PTPRH	5794	COVID-19	MESH:D000086382		Zinc	2,91	2
QRICH1	54870	COVID-19	MESH:D000086382		Ivermectin	2,91	2
RHOF	54509	COVID-19	MESH:D000086382		Zinc	2,91	2
SGCD	6444	COVID-19	MESH:D000086382		Zinc	2,91	2
SPATA5L1	79029	COVID-19	MESH:D000086382		Ivermectin	2,91	2
SUCNR1	56670	COVID-19	MESH:D000086382		Zinc	2,91	2
SYF2	25949	COVID-19	MESH:D000086382		Choline	2,91	1
TAF7	6879	COVID-19	MESH:D000086382		Zinc	2,91	2
TAMM41	132001	COVID-19	MESH:D000086382		Ivermectin	2,91	2
THOC5	8563	COVID-19	MESH:D000086382		Ivermectin	2,91	2
THSD1	55901	COVID-19	MESH:D000086382		Choline	2,91	1
TM9SF1	10548	COVID-19	MESH:D000086382		Ivermectin	2,91	2
TMA7	51372	COVID-19	MESH:D000086382		Ivermectin	2,91	2
TMEM128	85013	COVID-19	MESH:D000086382		Ivermectin	2,91	2
TPST2	8459	COVID-19	MESH:D000086382		Zinc	2,91	2
TRMT5	57570	COVID-19	MESH:D000086382		Choline	2,91	1
TXNL4A	10907	COVID-19	MESH:D000086382		Ivermectin	2,91	2
UBE4A	9354	COVID-19	MESH:D000086382		Ivermectin	2,91	2
VMA21	203547	COVID-19	MESH:D000086382		Ivermectin	2,91	2
WDR73	84942	COVID-19	MESH:D000086382		Ivermectin	2,91	2
AKIRIN1	79647	COVID-19	MESH:D000086382		Zinc	2,90	2
AZIN2	113451	COVID-19	MESH:D000086382		Choline	2,90	1
BRMS1	25855	COVID-19	MESH:D000086382		Choline	2,90	1
CCNB1IP1	57820	COVID-19	MESH:D000086382		Zinc	2,90	2
CDK20	23552	COVID-19	MESH:D000086382		Choline	2,90	1
CDKL3	51265	COVID-19	MESH:D000086382		Choline	2,90	1
CHIC1	53344	COVID-19	MESH:D000086382		Choline	2,90	1
CHRM3	1131	COVID-19	MESH:D000086382		Zinc Sulfate	2,90	1
CHURC1	91612	COVID-19	MESH:D000086382		Choline	2,90	1
CLK3	1198	COVID-19	MESH:D000086382		Zinc	2,90	2
CNOT8	9337	COVID-19	MESH:D000086382		Choline	2,90	1
DOK2	9046	COVID-19	MESH:D000086382		Choline	2,90	1
DYNC2LI1	51626	COVID-19	MESH:D000086382		Choline	2,90	1
EID2	163126	COVID-19	MESH:D000086382		Choline	2,90	1
EIF2AK1	27102	COVID-19	MESH:D000086382		Zinc	2,90	2
ELFN1	392617	COVID-19	MESH:D000086382		Choline	2,90	1
FFAR4	338557	COVID-19	MESH:D000086382		Choline	2,90	1
GPR180	160897	COVID-19	MESH:D000086382		Choline	2,90	1
GPR65	8477	COVID-19	MESH:D000086382		Choline	2,90	1
H2BC8	8339	COVID-19	MESH:D000086382		Zinc	2,90	2
H2-EB1	14969	COVID-19	MESH:D000086382		Choline	2,90	1
HAPLN4	404037	COVID-19	MESH:D000086382		Choline	2,90	1
HEXIM2	124790	COVID-19	MESH:D000086382		Choline	2,90	1
HOXA11	3207	COVID-19	MESH:D000086382		Choline	2,90	1
HOXD10	3236	COVID-19	MESH:D000086382		Choline	2,90	1
HS6ST3	266722	COVID-19	MESH:D000086382		Choline	2,90	1
HSD3B6	15497	COVID-19	MESH:D000086382		Choline	2,90	1
KCTD20	222658	COVID-19	MESH:D000086382		Choline	2,90	1
KDM5C	8242	COVID-19	MESH:D000086382		Choline	2,90	1
KIF12	113220	COVID-19	MESH:D000086382		Choline	2,90	1
KSR1	8844	COVID-19	MESH:D000086382		Zinc	2,90	2
LRRC49	54839	COVID-19	MESH:D000086382		Choline	2,90	1
MARK3	4140	COVID-19	MESH:D000086382		Zinc	2,90	2
MIR19A	406979	COVID-19	MESH:D000086382		Zinc	2,90	2
MIR200A	406983	COVID-19	MESH:D000086382		Zinc	2,90	2
MMP24	10893	COVID-19	MESH:D000086382		Choline	2,90	1
MRPS24	64951	COVID-19	MESH:D000086382		Choline	2,90	1
MYBPC1	4604	COVID-19	MESH:D000086382		Zinc	2,90	2
NEK4	6787	COVID-19	MESH:D000086382		Choline	2,90	1
NETO1	81832	COVID-19	MESH:D000086382		Choline	2,90	1
NFKBIB	4793	COVID-19	MESH:D000086382		Zinc Sulfate	2,90	1
PMF1	11243	COVID-19	MESH:D000086382		Choline	2,90	1
PTGDR	5729	COVID-19	MESH:D000086382		Zinc	2,90	2
SELENOI	85465	COVID-19	MESH:D000086382		Zinc	2,90	2
SERPINB6A	20719	COVID-19	MESH:D000086382		Choline	2,90	1
SH3TC1	54436	COVID-19	MESH:D000086382		Zinc	2,90	2
SIK2	23235	COVID-19	MESH:D000086382		Zinc	2,90	2
SIM2	6493	COVID-19	MESH:D000086382		Choline	2,90	1
SYN3	8224	COVID-19	MESH:D000086382		Choline	2,90	1
TBC1D10A	83874	COVID-19	MESH:D000086382		Choline	2,90	1
TCP11L1	55346	COVID-19	MESH:D000086382		Choline	2,90	1
TFF2	7032	COVID-19	MESH:D000086382		Zinc	2,90	2
TMEM132A	54972	COVID-19	MESH:D000086382		Choline	2,90	1
TPCN2	219931	COVID-19	MESH:D000086382		Choline	2,90	1
UBAP1	51271	COVID-19	MESH:D000086382		Zinc	2,90	2
UCK1	83549	COVID-19	MESH:D000086382		Choline	2,90	1
VAMP4	8674	COVID-19	MESH:D000086382		Zinc	2,90	2
AAGAB	79719	COVID-19	MESH:D000086382		Ivermectin	2,89	2
ABTB1	80325	COVID-19	MESH:D000086382		Choline	2,89	1
ACSF3	197322	COVID-19	MESH:D000086382		Ivermectin	2,89	2
ADSSL1	11565	COVID-19	MESH:D000086382		Choline	2,89	1
AK7	122481	COVID-19	MESH:D000086382		Choline	2,89	1
ALDH3A1	218	COVID-19	MESH:D000086382		Zinc Sulfate	2,89	1
ASPDH	554235	COVID-19	MESH:D000086382		Ivermectin	2,89	2
BNIP2	663	COVID-19	MESH:D000086382		Zinc	2,89	2
CBARP	255057	COVID-19	MESH:D000086382		Choline	2,89	1
CCDC120	90060	COVID-19	MESH:D000086382		Choline	2,89	1
CDH7	1005	COVID-19	MESH:D000086382		Choline	2,89	1
CMC2	56942	COVID-19	MESH:D000086382		Ivermectin	2,89	2
COQ5	84274	COVID-19	MESH:D000086382		Choline	2,89	1
CPSF4	10898	COVID-19	MESH:D000086382		Ivermectin	2,89	2
CYP4A12A	277753	COVID-19	MESH:D000086382		Choline	2,89	1
CYTH1	9267	COVID-19	MESH:D000086382		Zinc	2,89	2
DHX33	56919	COVID-19	MESH:D000086382		Choline	2,89	1
DISP2	85455	COVID-19	MESH:D000086382		Choline	2,89	1
DNAAF5	54919	COVID-19	MESH:D000086382		Ivermectin	2,89	2
DNAH2	146754	COVID-19	MESH:D000086382		Choline	2,89	1
EIF2S3	1968	COVID-19	MESH:D000086382		Ivermectin	2,89	2
ELP3	55140	COVID-19	MESH:D000086382		Ivermectin	2,89	2
EVI2B	2124	COVID-19	MESH:D000086382		Choline	2,89	1
FAM117A	81558	COVID-19	MESH:D000086382		Zinc	2,89	2
FAM234A	83986	COVID-19	MESH:D000086382		Ivermectin	2,89	2
FBXO11	80204	COVID-19	MESH:D000086382		Zinc	2,89	2
FOCAD	54914	COVID-19	MESH:D000086382		Ivermectin	2,89	2
GPSM1	26086	COVID-19	MESH:D000086382		Zinc	2,89	2
HOMEZ	57594	COVID-19	MESH:D000086382		Choline	2,89	1
HOXB8	3218	COVID-19	MESH:D000086382		Choline	2,89	1
HRC	3270	COVID-19	MESH:D000086382		Zinc	2,89	2
HS1BP3	64342	COVID-19	MESH:D000086382		Ivermectin	2,89	2
ILKAP	80895	COVID-19	MESH:D000086382		Ivermectin	2,89	2
INTS13	55726	COVID-19	MESH:D000086382		Ivermectin	2,89	2
IRGQ	126298	COVID-19	MESH:D000086382		Ivermectin	2,89	2
KCTD17	79734	COVID-19	MESH:D000086382		Choline	2,89	1
KIF26A	26153	COVID-19	MESH:D000086382		Choline	2,89	1
MIER3	166968	COVID-19	MESH:D000086382		Choline	2,89	1
MRPS25	64432	COVID-19	MESH:D000086382		Ivermectin	2,89	2
MRPS35	60488	COVID-19	MESH:D000086382		Ivermectin	2,89	2
MYG1	60314	COVID-19	MESH:D000086382		Ivermectin	2,89	2
MYH1	4619	COVID-19	MESH:D000086382		Zinc	2,89	2
NAXE	128240	COVID-19	MESH:D000086382		Ivermectin	2,89	2
NBAS	51594	COVID-19	MESH:D000086382		Ivermectin	2,89	2
OLIG3	167826	COVID-19	MESH:D000086382		Choline	2,89	1
ORAI2	80228	COVID-19	MESH:D000086382		Choline	2,89	1
PHF8	23133	COVID-19	MESH:D000086382		Choline	2,89	1
PIH1D1	55011	COVID-19	MESH:D000086382		Ivermectin	2,89	2
POU2F3	25833	COVID-19	MESH:D000086382		Ivermectin	2,89	2
PRKRIP1	79706	COVID-19	MESH:D000086382		Choline	2,89	1
RAB28	9364	COVID-19	MESH:D000086382		Choline	2,89	1
S100A2	6273	COVID-19	MESH:D000086382		Zinc	2,89	2
SEPTIN10	151011	COVID-19	MESH:D000086382		Ivermectin	2,89	2
SERGEF	26297	COVID-19	MESH:D000086382		Choline	2,89	1
SF3B6	51639	COVID-19	MESH:D000086382		Ivermectin	2,89	2
SHROOM4	57477	COVID-19	MESH:D000086382		Choline	2,89	1
SLC16A8	23539	COVID-19	MESH:D000086382		Choline	2,89	1
SLC41A3	54946	COVID-19	MESH:D000086382		Choline	2,89	1
SLC66A2	80148	COVID-19	MESH:D000086382		Choline	2,89	1
SLIRP	81892	COVID-19	MESH:D000086382		Ivermectin	2,89	2
SNX15	29907	COVID-19	MESH:D000086382		Ivermectin	2,89	2
SPTY2D1	144108	COVID-19	MESH:D000086382		Zinc	2,89	2
TBC1D22A	25771	COVID-19	MESH:D000086382		Ivermectin	2,89	2
TMEM150A	129303	COVID-19	MESH:D000086382		Choline	2,89	1
TMEM204	79652	COVID-19	MESH:D000086382		Zinc	2,89	2
TMEM40	55287	COVID-19	MESH:D000086382		Choline	2,89	1
TMX2	51075	COVID-19	MESH:D000086382		Ivermectin	2,89	2
TRIM54	57159	COVID-19	MESH:D000086382		Zinc	2,89	2
TRMT12	55039	COVID-19	MESH:D000086382		Choline	2,89	1
TTC12	54970	COVID-19	MESH:D000086382		Choline	2,89	1
TUT4	23318	COVID-19	MESH:D000086382		Choline	2,89	1
UFC1	51506	COVID-19	MESH:D000086382		Ivermectin	2,89	2
USP45	85015	COVID-19	MESH:D000086382		Choline	2,89	1
VIPAS39	63894	COVID-19	MESH:D000086382		Ivermectin	2,89	2
VPS11	55823	COVID-19	MESH:D000086382		Ivermectin	2,89	2
VPS25	84313	COVID-19	MESH:D000086382		Ivermectin	2,89	2
WDR31	114987	COVID-19	MESH:D000086382		Choline	2,89	1
ZFP367	238673	COVID-19	MESH:D000086382		Choline	2,89	1
ZFP503	218820	COVID-19	MESH:D000086382		Choline	2,89	1
ZNF638	27332	COVID-19	MESH:D000086382		Ivermectin	2,89	2
ZSWIM5	57643	COVID-19	MESH:D000086382		Choline	2,89	1
ABHD16A	7920	COVID-19	MESH:D000086382		Ivermectin	2,88	2
ACTN3	89	COVID-19	MESH:D000086382		Zinc	2,88	2
AGK	55750	COVID-19	MESH:D000086382		Ivermectin	2,88	2
ANKRD34A	284615	COVID-19	MESH:D000086382		Choline	2,88	1
APOL2	23780	COVID-19	MESH:D000086382		Ivermectin	2,88	2
ARHGAP30	257106	COVID-19	MESH:D000086382		Choline	2,88	1
BCAN	63827	COVID-19	MESH:D000086382		Choline	2,88	1
BCL7A	605	COVID-19	MESH:D000086382		Zinc	2,88	2
BCL7B	9275	COVID-19	MESH:D000086382		Ivermectin	2,88	2
CC2D1A	54862	COVID-19	MESH:D000086382		Ivermectin	2,88	2
CCDC88B	283234	COVID-19	MESH:D000086382		Choline	2,88	1
CCNJL	79616	COVID-19	MESH:D000086382		Choline	2,88	1
CDCA4	55038	COVID-19	MESH:D000086382		Zinc	2,88	2
CECR2	27443	COVID-19	MESH:D000086382		Choline	2,88	1
COMMD9	29099	COVID-19	MESH:D000086382		Ivermectin	2,88	2
COX10	1352	COVID-19	MESH:D000086382		Choline	2,88	1
CPNE7	27132	COVID-19	MESH:D000086382		Choline	2,88	1
CTDP1	9150	COVID-19	MESH:D000086382		Ivermectin	2,88	2
CYP2A6	1548	COVID-19	MESH:D000086382		Sirolimus	2,88	1
DBR1	51163	COVID-19	MESH:D000086382		Ivermectin	2,88	2
DCLK2	166614	COVID-19	MESH:D000086382		Choline	2,88	1
DDX3Y	8653	COVID-19	MESH:D000086382		Zinc	2,88	2
DENND5A	23258	COVID-19	MESH:D000086382		Zinc	2,88	2
DIRAS1	148252	COVID-19	MESH:D000086382		Choline	2,88	1
DNAJC8	22826	COVID-19	MESH:D000086382		Ivermectin	2,88	2
DOK1	1796	COVID-19	MESH:D000086382		Choline	2,88	1
DRG2	1819	COVID-19	MESH:D000086382		Ivermectin	2,88	2
ENOX1	55068	COVID-19	MESH:D000086382		Choline	2,88	1
FAM50A	9130	COVID-19	MESH:D000086382		Ivermectin	2,88	2
FGD1	2245	COVID-19	MESH:D000086382		Choline	2,88	1
FHDC1	85462	COVID-19	MESH:D000086382		Choline	2,88	1
GABPB2	126626	COVID-19	MESH:D000086382		Choline	2,88	1
GNGT2	2793	COVID-19	MESH:D000086382		Choline	2,88	1
GPN1	11321	COVID-19	MESH:D000086382		Ivermectin	2,88	2
GRIN3A	116443	COVID-19	MESH:D000086382		Choline	2,88	1
HHAT	55733	COVID-19	MESH:D000086382		Choline	2,88	1
HOXD3	3232	COVID-19	MESH:D000086382		Choline	2,88	1
INTS11	54973	COVID-19	MESH:D000086382		Ivermectin	2,88	2
IPP	3652	COVID-19	MESH:D000086382		Choline	2,88	1
KLHDC7A	127707	COVID-19	MESH:D000086382		Choline	2,88	1
KRT6A	3853	COVID-19	MESH:D000086382		Zinc	2,88	2
LAS1L	81887	COVID-19	MESH:D000086382		Ivermectin	2,88	2
LCLAT1	253558	COVID-19	MESH:D000086382		Ivermectin	2,88	2
LEMD2	221496	COVID-19	MESH:D000086382		Ivermectin	2,88	2
LZIC	84328	COVID-19	MESH:D000086382		Ivermectin	2,88	2
MBOAT2	129642	COVID-19	MESH:D000086382		Choline	2,88	1
MBTD1	54799	COVID-19	MESH:D000086382		Zinc	2,88	2
MCPH1	79648	COVID-19	MESH:D000086382		Choline	2,88	1
MFSD4A	148808	COVID-19	MESH:D000086382		Zinc	2,88	2
MORC4	79710	COVID-19	MESH:D000086382		Choline	2,88	1
MSI1	4440	COVID-19	MESH:D000086382		Choline	2,88	1
MYO3B	140469	COVID-19	MESH:D000086382		Ivermectin	2,88	2
NAA35	60560	COVID-19	MESH:D000086382		Ivermectin	2,88	2
NANP	140838	COVID-19	MESH:D000086382		Choline	2,88	1
NEUROG2	63973	COVID-19	MESH:D000086382		Choline	2,88	1
NKAIN4	128414	COVID-19	MESH:D000086382		Choline	2,88	1
PAXBP1	94104	COVID-19	MESH:D000086382		Ivermectin	2,88	2
PIGT	51604	COVID-19	MESH:D000086382		Ivermectin	2,88	2
PRKD2	25865	COVID-19	MESH:D000086382		Zinc	2,88	2
PSMD10	5716	COVID-19	MESH:D000086382		Ivermectin	2,88	2
RANBP3	8498	COVID-19	MESH:D000086382		Ivermectin	2,88	2
RASSF9	9182	COVID-19	MESH:D000086382		Choline	2,88	1
RBM12B	389677	COVID-19	MESH:D000086382		Ivermectin	2,88	2
RFWD3	55159	COVID-19	MESH:D000086382		Zinc	2,88	2
SARS2	54938	COVID-19	MESH:D000086382		Ivermectin	2,88	2
SLC39A5	283375	COVID-19	MESH:D000086382		Zinc	2,88	2
SMG6	23293	COVID-19	MESH:D000086382		Ivermectin	2,88	2
SOX1	6656	COVID-19	MESH:D000086382		Choline	2,88	1
SUPT6H	6830	COVID-19	MESH:D000086382		Ivermectin	2,88	2
TLNRD1	59274	COVID-19	MESH:D000086382		Choline	2,88	1
TM2D1	83941	COVID-19	MESH:D000086382		Choline	2,88	1
TMEM65	157378	COVID-19	MESH:D000086382		Choline	2,88	1
